"전철역코드","전철역명","전철역명_영문","호선","외부코드","사이버스테이션","관리소코드","관리소명","개통일","전화번호","FAX번호","우편번호","주소","현장민원소","관광안내소","문화공간","항공권판매","장애인시설","만남의장소","주차장","자전거보관소","무인민원발급기","역무실","수유방","엘레베이터","에스컬레이터","휠체어리프트시설","스피드게이트","화장실","역명한자","유래","X좌표","Y좌표","X좌표(WGS)","Y좌표(WGS)"
"1805","송내","Songnae","1","150","1805","410000","철도청구간","","032-662-7788","","14742","경기도 부천시 소사구 송내대로 43","","","","","","","","","","","N","","","","","게이트 외부","松內","솔안말로 언덕산과 이 마을 초입에 해묵은 소나무가 마을을 둘러싸고 있어 글자 그대로 소나무로 둘러쌓인 안동네였다. 여기에서 연유한 것으로 소나무(松) 안은(內). 말은 마을의 준말로(洞). 이렇게 해서 송내동이 된 것이며 지역명을 따라 송내역이라 하였음.","445200","1107120","37.487600","126.753664"
"1886","송도","Songdo","SU","K259","1886","410000","코레일구간","2012-06-28 00:00:00","031-8077-5592","","21900","인천광역시 연수구 비류대로 175","","","","","","","","","","","N","","","","","게이트 외부","松島","","424155","1090745","37.428514","126.657772"
"4614","송산","Songsan","U","U124","4614","410000","의정부경전철","2014-12-06 00:00:00","031-820-1000","","11785","경기도 의정부시 충의로 59","","","","","","","","","","","N","","","","","게이트 내부","松山","송산(松山) 조견이 '충신은 두 임금을 섬기지 아니 한다' 하여 새왕조의 부름을 여러번 받았으나 벼슬을 버리고 이 곳에서 한거(閑居)하였다고 해서 유래된 지명으로 송산동의 중심에 위치","519100","1176280","37.737279","127.087159"
"2514","송정","Songjeong","5","513","2514","350050","화곡역무관리소","1996-03-20 00:00:00","02-6311-5131","","07619","서울특별시 강서구 공항대로 지하 33","","","","","","","","Y","","","N","","","","","게이트 외부","松亭","○ 소나무가 많이 심어져 울창했고 이곳에 누가 지었는지 모르는 소나무로 된 정자가 있으므로 그 정자 이름을 송정이라 하고 일대를 송정리라 부른데서 역이름이 유래되었다.","458327","1127585","37.561184","126.811973"
"1721","송탄","Songtan","1","P162","1721","","","2005-1-27 15:12:21","031-666-7788","","17760","경기도 평택시 송탄공원로 43","","","","","","","","","","","N","","","","","게이트 외부","松炭","1914년 군면 폐합으로 수원군의 15개면과 충청남도 평택군 전역을 병합하게 되어 면적이 크게 넓어지면서 진위군의 일탄면 송장면 등이 송탄면으로 통합되므로써 송탄이라는 이름이 처음 생긴데서 유래","511847","992717","37.075696","127.054301"
"2817","송파","Songpa","8","816","2817","350700","잠실역무관리소","1996-11-23 00:00:00","02-6311-8161","","05676","서울특별시 송파구 송파대로 지하 354","","","","","","","","Y","","","N","","","","","게이트 외부","松坡","○ 송파구의 이름은 삼남(三南)에서 올라오는 물산의 집산지이자 조선조 5대향시중의 하나로 꼽히는 교통의 요충지였다. 언덕 위에 소나무가 푸르게 우거진 산 좋고 물 맑은 강변마을이었는데 이 때문에 '소나무가 푸른 언덕'이라는 뜻의 송파(松坡)라는 이름이 나왔다.","524542","1110377","37.499703","127.112183"
"1856","수내","Sunae","B","K229","1856","410000","코레일구간","","031-714-7788","","13595","경기도 성남시 분당구 성남대로 지하 491","","","","","","","","","","","N","","","","","게이트 외부","藪內","탄천에서 유래된 것으로 순내천 숯내천 수내천으로 불리운데서 유래 수내동이 되었음.","525145","1076772","37.378455","127.114322"
"2713","수락산","Suraksan","7","711","2713","350500","태릉역무관리소","1996-10-11 00:00:00","02-6311-7111","930-0871","01625","서울특별시 노원구 동일로 지하 1662","","","","","","","Y","Y","","","Y","","","","","게이트 외부","水落山","○ 인근의 수락산에서 명칭을 따왔다. 수락산(水落山)은 노원구 상계동 의정부 장암동 남양주시 별내면에 걸쳐있는 산으로 옥류동 금류동 은선동의 세폭포가 아름다운 경관을 이루고 있어 물이 떨어진다는 뜻에서 유래되었다.","512022","1159800","37.677850","127.055315"
"1763","수리산","Surisan","4","445","1763","","철도청구간","2003-7-18 0:56:16","031-396-7787","","15869","경기도 군포시 번영로 385","N","N","N","N","N","N","N","N","Y","","N","","","","","게이트 외부","修理山","인근의 수리산과의 연계성을 고려하여 명명하였으며 수리산에는 자못 크고 높은 취암봉이 있는데 독수리 취자를 일컬어 "수리산"이라 하였다.","483320","1068927","37.349801","126.925365"
"1267","수색","Susaek","K","K317","1267","410000","철도청구간","","02-300-5277","","03504","서울특별시 은평구 수색로 261-1","","","","","","","","","","","N","","","","","게이트 외부","水色","","476820","1133079","37.580842","126.895611"
"0339","수서","Suseo","3","349","0339","133400","도곡영업소","1993-10-30 0:0:0","02-6110-3491","6110 - 3499","06362","서울특별시 강남구 광평로 지하 270","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","게이트 내부","水西","","522445","1106977","37.487371","127.101880"
"0339","수서","Suseo","3","349","0339","133400","도곡영업소","1993-10-30 0:0:0","02-6110-3491","6110 - 3499","06362","서울특별시 강남구 광평로 지하 270","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","게이트 내부","水西","○ 역이 있는 지명에서 유래된 것으로 수서는 이 지역의 서쪽에 한강이 흘러 수서라 불렀다.","522445","1106977","37.487371","127.101880"
"1030","수서","Suseo","B","K221","0339","410000","코레일구간","","02-2226-6881","","06362","서울특별시 강남구 광평로 지하 270","N","N","N","N","N","N","N","N","Y","","N","","","","","게이트 내부","水西","","522445","1106977","37.487371","127.101880"
"1030","수서","Suseo","B","K221","0339","410000","코레일구간","","02-2226-6881","","06362","서울특별시 강남구 광평로 지하 270","N","N","N","N","N","N","N","N","Y","","N","","","","","게이트 내부","水西","○ 역이 있는 지명에서 유래된 것으로 수서는 이 지역의 서쪽에 한강이 흘러 수서라 불렀다.","522445","1106977","37.487371","127.101880"
"1846","수원","Suwon","B","K245","1713","410000","코레일구간","","1544-7788","","16622","경기도 수원시 팔달구 덕영대로 924","","","","","","","","","","","N","","","","","게이트 외부","水原","","499747","1045517","37.265974","126.999874"
"1846","수원","Suwon","B","K245","1713","410000","코레일구간","","1544-7788","","16622","경기도 수원시 팔달구 덕영대로 924","","","","","","","","","","","N","","","","","게이트 외부","水原","","499747","1045517","37.265974","126.999874"
"1713","수원","Suwon","1","P155","1713","410000","철도청구간","","031-253-2724","","16622","경기도 수원시 팔달구 덕영대로 924","","","","","","","","","","","N","","","","","게이트 내부외부","水原","","499747","1045517","37.265974","126.999874"
"1713","수원","Suwon","1","P155","1713","410000","철도청구간","","031-253-2724","","16622","경기도 수원시 팔달구 덕영대로 924","","","","","","","","","","","N","","","","","게이트 내부외부","水原","","499747","1045517","37.265974","126.999874"
"1871","수원시청","Suwon City Hall","B","K243","1871","410000","코레일구간","","1544-7788","","16571","경기도 수원시 권선구 효원로 지하 270","","","","","","","","","","","N","","","","","게이트 외부","水原市廳","","506500","1044700","37.261911","127.030736"
"0414","수유","Suyu","4","414","0414","141000","상계서비스센터","1985-04-20 00:00:00","02-6110-4141","6110 - 4149","01062","서울특별시 강북구 도봉로 지하 338","N","N","N","Y","N","Y","N","N","Y","Y","N","Y","N","N","Y","게이트 외부","水踰","○ 인근의 국립공원 북한산에서 흘러내리는 물이 넘쳐 물 '수(水)'자와 넘칠 '유(踰)'자를 써서 붙여진 것으로 이곳에 역이 들어서 수유역이 되었다.","505477","1148677","37.638052","127.025732"
"4315","수지구청","Suji-gu office","S","D15","4315","350750","신분당선","","","","","","","","","","","","","","","","N","","","","","게이트 외부","水枝區廳","","","","37.322702","127.095026"
"2826","수진","Sujin","8","825","2826","350750","모란역무관리소","","02-6311-8251","","13337","경기도 성남시 수정구 산성대로 지하 200","","","","","","","","Y","","","N","","","","","게이트 외부","壽進","○ 수진역의 이름인 수진동은 세종대왕의 7째 아들 평원대군이 사망하자 영장산 남쪽에 장사지내고 그 묘소를 관리하는 수진궁에서 유래한다. 과거 수진리라 불러왔는데 1973년 7월 성남시로 되면서 수진동으로 바뀌었다.","530897","1093162","37.437428","127.140722"
"0427","숙대입구","Sookmyung Women's Univ.","4","427","0427","142800","동작서비스센터","1985-10-18 00:00:00","02-6110-4271","6110 - 4279","04320","서울특별시 용산구 한강대로 지하 306","N","N","N","N","N","Y","N","Y","N","Y","N","Y","N","N","Y","게이트 내부","淑大入口","○ 역 인근에 숙명여자대학교가 위치하고 있어 명명되었다. 숙대입구역이 위치한 갈월동은 칡이 무성하여 이름 붙여졌다.","493747","1122832","37.544560","126.972106"
"2740","숭실대입구","Soongsil Univ.","7","738","2740","350600","내방역무관리소","2000-08-01 00:00:00","02-6311-7381","","07040","서울특별시 동작구 상도로 지하 378","","","","","","","","Y","","","N","","","","","게이트 외부","崇實大入口","○ 인근의 숭실대학교에서 명칭을 따왔고 병기되는 살피재는 상도동과 봉천동 고개로서 옛날 이곳은 수목이 울창하여 도둑이 많이 출몰하였던지라 이 재를 넘기 전에 사람들이 살펴서 가라고 하여 이름이 붙여졌다.","489665","1109427","37.496029","126.953822"
"1889","숭의","Sungui","SU","K262","1889","410000","코레일구간","2016-02-27 00:00:00","1544-7788","","","","","","","","","","","","","","N","","","","","게이트 외부","崇義","","","","37.460789","126.638297"
"3219","시민공원","Citizens Park(Culture Creation Zone)","I2","I219","3219","","","2016-07-30","032-451-4319","032-451-4349","","인천광역시 남구 주안동 189","","","","","","","","","","","Y","","","","","","市民公園(文化創作地帶)","○ 역 부근에 위치해 있던 인천 시민회관을 철거한 부지에 구성한 시민공원에서 따왔다. 역사는 시민공원과 좀 더 떨어진 주안1동성당 앞에 위치해있는데 역 서쪽에 있는 주안지하상가와의 연계성을 높이기 위함이다.","","","37.458335","126.681192"
"0151","시청","City Hall","1","132","0151","115100","시청영업소","1974-8-15 0:0:0","02-6110-1321","6110 - 1329","04519","서울특별시 중구 세종대로 지하 101","N","N","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","Y","게이트 외부","市廳","","494587","1128532","37.564718","126.977108"
"0151","시청","City Hall","1","132","0151","115100","시청영업소","1974-8-15 0:0:0","02-6110-1321","6110 - 1329","04519","서울특별시 중구 세종대로 지하 101","N","N","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","Y","게이트 외부","市廳","○ 서울의 시청이 역 앞에 위치한데서 유래하였다.<br /> ○ 시청역이 위치한 태평로는 1914년에 중국사신을 맞던 태평관의 이름을 따서 붙인 것이다. 명(明)의 사신이 오면 이 길을 거쳐 태평관에서 경복궁으로 들어갔다.","494587","1128532","37.564718","126.977108"
"0201","시청","City Hall","2","201","0151","115100","시청영업소","","02-6110-2011","6110 - 2019","04515","서울특별시 중구 서소문로 지하 127","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","게이트 내부외부","市廳","","494587","1128532","37.564718","126.977108"
"0201","시청","City Hall","2","201","0151","115100","시청영업소","","02-6110-2011","6110 - 2019","04515","서울특별시 중구 서소문로 지하 127","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","게이트 내부외부","市廳","○ 서울의 시청이 역 앞에 위치한데서 유래하였다.<br /> ○ 시청역이 위치한 태평로는 1914년에 중국사신을 맞던 태평관의 이름을 따서 붙인 것이다. 명(明)의 사신이 오면 이 길을 거쳐 태평관에서 경복궁으로 들어갔다.","494587","1128532","37.564718","126.977108"
"4509","시청·용인대","City Hall·Yongin Univ.","E","Y117","4509","410000","용인경전철","2014-09-20","031-329-3570","","17020","경기도 용인시 처인구 중부대로 1199-1","","","","","","","","","","","N","","","","","게이트 외부","市廳·龍仁大","","539500","1038300","37.239151","127.178406"
"1864","신갈","Singal","B","K236","1864","410000","코레일구간","","02-519-5111","","16959","경기도 용인시 기흥구 기흥로 지하 136","","","","","","","","","","","N","","","","","게이트 외부","新葛","","524500","1051200","37.286102","127.111313"
"2539","신금호","Singeumho","5","538","2539","350200","왕십리역무관리소","1996-12-30 00:00:00","02-6311-5381","","04727","서울특별시 성동구 금호로 지하 154","N","N","N","N","Y","Y","N","Y","","","N","","","","","게이트 외부","新金湖","○ 금호동의 옛말은 무쇠막(무수막)으로 조선시대 한자음으로는 수철리로 불리다 금호동이라 바뀌었다.<br /> ○ 3호선 금호역과 구분하기 위해 신금호역으로 명명했다.","504357","1125662","37.554548","127.020331"
